pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
CAL	ARI	LG4	79001	80000	0.0042240522504614	912	238	56344	2664
CAL	AUR	LG4	79001	80000	0.0050854640485944	912	288	56632	2376
CLV	ARI	LG4	79001	80000	0.0257261011733025	912	1070	41592	2664
CLV	AUR	LG4	79001	80000	0.0264492060455328	912	1106	41816	2440
ARI	AUR	LG4	79001	80000	0.0059200789343857	912	336	56756	2252
GRA	CAL	LG4	79001	80000	0.0171026156941649	912	952	55664	3344
GRA	CLV	LG4	79001	80000	0.0289219982471516	912	1188	41076	3180
PUN-R	CAL	LG4	79001	80000	0.0024576418203897	912	170	69172	4588
PUN-R	CLV	LG4	79001	80000	0.0242585491822521	912	1240	51116	4204
PUN-Y	AUR	LG4	79001	80000	0.0053586617521973	912	378	70540	3220
PUN-R	GRA	LG4	79001	80000	0.016065899398259	912	1100	68468	5292
PUN-R	ARI	LG4	79001	80000	0.0030285549466397	912	210	69340	4420
PUN-R	AUR	LG4	79001	80000	0.0041614051199632	912	290	69688	4072
PUN-Y	GRA	LG4	79001	80000	0.0171418677132633	912	1188	69304	4456
PUN-Y	CAL	LG4	79001	80000	0.0036836093660765	912	258	70040	3720
PUN-Y	CLV	LG4	79001	80000	0.0252454960179386	912	1306	51732	3588
PUN-Y	ARI	LG4	79001	80000	0.0030491280063832	912	214	70184	3576
LON	ARI	LG4	79001	80000	0.0052363430512312	912	296	56528	2480
LON	AUR	LG4	79001	80000	0.0049288832558794	912	280	56808	2200
PAR	CLV	LG4	79001	80000	0.0265129114922136	912	1076	40584	3672
PAR	ARI	LG4	79001	80000	0.0050935021465473	912	280	54972	4036
PAR	AUR	LG4	79001	80000	0.0062260189676391	912	344	55252	3756
PUN-Y	PUN-R	LG4	79001	80000	0.0023670286828181	912	204	86184	6016
PUN-Y	AUR	LG4	80001	81000	0.0045469761214014	926	326	71696	2784
PUN-R	GRA	LG4	80001	81000	0.0244267198404785	926	1764	72216	2264
PUN-R	CAL	LG4	80001	81000	0.004263801982391	926	308	72236	2244
PUN-R	CLV	LG4	80001	81000	0.0142509690658964	925	750	52628	3232
PAR	CLV	LG4	80001	81000	0.0171951336334897	925	718	41756	2932
PAR	ARI	LG4	80001	81000	0.0073968705547652	926	416	56240	3344
CAL	AUR	LG4	80001	81000	0.0067795443595567	926	394	58116	1468
CLV	ARI	LG4	80001	81000	0.0156428299733739	925	658	42064	2624
CLV	AUR	LG4	80001	81000	0.0164035170653304	925	694	42308	2380
ARI	AUR	LG4	80001	81000	0.0066638608305274	926	380	57024	2560
GRA	ARI	LG4	80001	81000	0.0258984834845232	926	1496	57764	1820
GRA	AUR	LG4	80001	81000	0.0260258881850729	926	1512	58096	1488
CAL	CLV	LG4	80001	81000	0.016452274422073	925	706	42912	1776
CAL	ARI	LG4	80001	81000	0.0068535825545171	926	396	57780	1804
PUN-Y	GRA	LG4	80001	81000	0.0242761202245954	926	1764	72664	1816
PUN-Y	CAL	LG4	80001	81000	0.004485415520088	926	326	72680	1800
PUN-Y	CLV	LG4	80001	81000	0.01432350718065	925	758	52920	2940
PUN-Y	ARI	LG4	80001	81000	0.0040406307873618	926	288	71276	3204
PUN-R	ARI	LG4	80001	81000	0.0047148503670242	926	334	70840	3640
PUN-R	AUR	LG4	80001	81000	0.0044066464578421	926	314	71256	3224
GRA	CAL	LG4	80001	81000	0.026215702254822	926	1544	58896	688
GRA	CLV	LG4	80001	81000	0.0217310203320276	925	932	42888	1800
LON	ARI	LG4	80001	81000	0.0049903757039994	926	280	56108	3476
LON	AUR	LG4	80001	81000	0.004323481465731	926	244	56436	3148
PAR	CAL	LG4	80001	81000	0.0077078683035714	926	442	57344	2240
PAR	GRA	LG4	80001	81000	0.0272099351147701	926	1560	57332	2252
LON	CAL	LG4	80001	81000	0.0045441834451901	926	260	57216	2368
LON	CLV	LG4	80001	81000	0.0142130029770479	925	592	41652	3036
PAR	AUR	LG4	80001	81000	0.0075613030881209	926	428	56604	2980
PUN-Y	PUN-R	LG4	80001	81000	0.0013239980252232	926	118	89124	3976
LON	PAR	LG4	80001	81000	0.0057822151989656	926	322	55688	3896
LON	PUN-Y	LG4	80001	81000	0.0025498640072529	926	180	70592	3888
LON	PUN-R	LG4	80001	81000	0.0022806317349905	926	160	70156	4324
LON	GRA	LG4	80001	81000	0.0237062937062937	926	1356	57200	2384
PAR	PUN-Y	LG4	80001	81000	0.0053708729081863	926	380	70752	3728
PAR	PUN-R	LG4	80001	81000	0.0053194515560106	926	374	70308	4172
PAR	PUN-Y	LG4	81001	82000	0.0067598533455545	952	472	69824	6816
PAR	PUN-R	LG4	81001	82000	0.0062138885860678	952	456	73384	3256
LON	ARI	LG4	81001	82000	0.0070763937759011	918	362	51156	10156
LON	AUR	LG4	81001	82000	0.0051030685556973	953	304	59572	1740
GRA	ARI	LG4	81001	82000	0.0112954740204097	918	580	51348	9964
GRA	AUR	LG4	81001	82000	0.0153691947878382	953	920	59860	1452
PUN-Y	GRA	LG4	81001	82000	0.0151937631593922	953	1068	70292	6348
PUN-Y	CAL	LG4	81001	82000	0.0063014476298609	953	444	70460	6180
PUN-Y	CLV	LG4	81001	82000	0.0152469856087125	953	784	51420	6060
PUN-Y	ARI	LG4	81001	82000	0.0041401887155786	918	258	62316	14324
CAL	AUR	LG4	81001	82000	0.0064081169481343	953	384	59924	1388
CLV	ARI	LG4	81001	82000	0.0142187666418148	918	534	37556	8428
CLV	AUR	LG4	81001	82000	0.0152124257651895	953	666	43780	2204
ARI	AUR	LG4	81001	82000	0.0049724186154921	918	256	51484	9828
PUN-Y	AUR	LG4	81001	82000	0.0046877663503608	953	330	70396	6244
PUN-R	GRA	LG4	81001	82000	0.0146151347840207	953	1080	73896	2744
PUN-R	CAL	LG4	81001	82000	0.0054879697215463	953	406	73980	2660
PUN-R	CLV	LG4	81001	82000	0.0144273453684522	953	780	54064	3416
PUN-R	ARI	LG4	81001	82000	0.0041197559594943	918	262	63596	13044
PUN-R	AUR	LG4	81001	82000	0.0038663277997079	953	286	73972	2668
GRA	CAL	LG4	81001	82000	0.0164339635246175	953	984	59876	1436
GRA	CLV	LG4	81001	82000	0.0150905432595573	953	660	43736	2248
PAR	CLV	LG4	81001	82000	0.0171097415141201	952	744	43484	2500
PAR	ARI	LG4	81001	82000	0.0061157283989336	917	312	51016	10296
PAR	AUR	LG4	81001	82000	0.0068617558022199	952	408	59460	1852
PUN-Y	PUN-R	LG4	81001	82000	0.0025081688066639	953	218	86916	8884
LON	PAR	LG4	81001	82000	0.0087962649705663	952	520	59116	2196
LON	PUN-Y	LG4	81001	82000	0.0062307076712015	953	436	69976	6664
LON	PUN-R	LG4	81001	82000	0.005355298211276	953	394	73572	3068
LON	GRA	LG4	81001	82000	0.0173363795188818	953	1032	59528	1784
PAR	GRA	LG4	81001	82000	0.0172390572390572	952	1024	59400	1912
PAR	CAL	LG4	81001	82000	0.0087447867617381	952	520	59464	1848
LON	CAL	LG4	81001	82000	0.0076855953819304	953	458	59592	1720
LON	CLV	LG4	81001	82000	0.0172302885498989	953	750	43528	2456
CAL	CLV	LG4	81001	82000	0.0163043478260869	953	714	43792	2192
CAL	ARI	LG4	81001	82000	0.0063928709802402	918	330	51620	9692
LON	GRA	LG4	82001	83000	0.022559144510364	898	1232	54612	5548
LON	PUN-R	LG4	82001	83000	0.0021038266901688	939	148	70348	4852
PAR	AUR	LG4	82001	83000	0.0062070494347151	917	336	54132	6028
PUN-Y	PUN-R	LG4	82001	83000	0.0018420070882298	939	158	85776	8224
PUN-Y	AUR	LG4	82001	83000	0.0040648095508811	939	286	70360	4840
PUN-R	GRA	LG4	82001	83000	0.0237433542774287	898	1572	66208	8992
CLV	AUR	LG4	82001	83000	0.045751953125	919	1874	40960	4160
ARI	AUR	LG4	82001	83000	0.0032221910899411	939	184	57104	3056
LON	CAL	LG4	82001	83000	0.0038727234666108	939	222	57324	2836
LON	CLV	LG4	82001	83000	0.0441914318795831	919	1832	41456	3664
LON	ARI	LG4	82001	83000	0.0016540317022742	939	96	58040	2120
LON	AUR	LG4	82001	83000	0.0036006093338872	939	208	57768	2392
PUN-R	CAL	LG4	82001	83000	0.0039509615943292	939	272	68844	6356
PUN-R	CLV	LG4	82001	83000	0.0462097611630321	919	2314	50076	6324
PAR	PUN-Y	LG4	82001	83000	0.0052216983947007	917	350	67028	8172
PAR	PUN-R	LG4	82001	83000	0.0051546391752577	917	342	66348	8852
PAR	GRA	LG4	82001	83000	0.0254135338345864	889	1352	53200	6960
PAR	CAL	LG4	82001	83000	0.0066969268546766	917	360	53756	6404
GRA	ARI	LG4	82001	83000	0.0221516650668241	898	1200	54172	5988
GRA	AUR	LG4	82001	83000	0.0235359525574499	898	1270	53960	6200
CAL	CLV	LG4	82001	83000	0.0454590131708276	919	1850	40696	4424
CAL	ARI	LG4	82001	83000	0.0036372625185394	939	206	56636	3524
PUN-Y	GRA	LG4	82001	83000	0.0234463783719121	898	1568	66876	8324
PUN-Y	CAL	LG4	82001	83000	0.0043498168498168	939	304	69888	5312
PUN-Y	CLV	LG4	82001	83000	0.0455981050138176	919	2310	50660	5740
PUN-Y	ARI	LG4	82001	83000	0.0022646209590669	939	160	70652	4548
CAL	AUR	LG4	82001	83000	0.0055968827488487	939	316	56460	3700
CLV	ARI	LG4	82001	83000	0.0440889582520483	919	1808	41008	4112
PAR	CLV	LG4	82001	83000	0.048393635350157	903	1910	39468	5652
PAR	ARI	LG4	82001	83000	0.0039740947895201	917	216	54352	5808
PUN-R	ARI	LG4	82001	83000	0.0021842846467781	939	152	69588	5612
PUN-R	AUR	LG4	82001	83000	0.0037787008191992	939	262	69336	5864
GRA	CAL	LG4	82001	83000	0.0247668780305856	898	1328	53620	6540
GRA	CLV	LG4	82001	83000	0.0426434923201293	884	1688	39584	5536
LON	PAR	LG4	82001	83000	0.0045235663213191	917	248	54824	5336
LON	PUN-Y	LG4	82001	83000	0.0022396416573348	939	160	71440	3760
PAR	GRA	LG4	83001	84000	0.02336598683154	550	582	24908	18740
PAR	CAL	LG4	83001	84000	0.0246047534289603	672	940	38204	5444
PUN-Y	GRA	LG4	83001	84000	0.0209724146617961	556	666	31756	22804
PUN-Y	CAL	LG4	83001	84000	0.0194847281860163	678	962	49372	5188
PAR	PUN-Y	LG4	83001	84000	0.0204928131416837	672	998	48700	5860
PAR	PUN-R	LG4	83001	84000	0.0189437428243398	672	924	48776	5784
GRA	CAL	LG4	83001	84000	0.0243433696348494	556	608	24976	18672
GRA	CLV	LG4	83001	84000	0.0218036191041234	493	294	13484	19252
PAR	CLV	LG4	83001	84000	0.0247053490480507	578	436	17648	15088
PAR	ARI	LG4	83001	84000	0.0256767927257697	672	994	38712	4936
PAR	AUR	LG4	83001	84000	0.0261890118901189	672	1022	39024	4624
PUN-Y	PUN-R	LG4	83001	84000	0.0118082593987361	678	740	62668	5532
PUN-Y	CLV	LG4	83001	84000	0.0218834080717488	578	488	22300	18620
PUN-Y	ARI	LG4	83001	84000	0.0184311530465376	678	922	50024	4536
LON	CAL	LG4	83001	84000	0.0187023299550726	678	716	38284	5364
LON	CLV	LG4	83001	84000	0.0190928025919925	578	330	17284	15452
LON	ARI	LG4	83001	84000	0.0200955447086924	678	774	38516	5132
LON	AUR	LG4	83001	84000	0.0187907650895537	678	726	38636	5012
PUN-R	ARI	LG4	83001	84000	0.0199407383679026	678	996	49948	4612
PUN-R	AUR	LG4	83001	84000	0.0191909539735626	678	964	50232	4328
LON	PUN-R	LG4	83001	84000	0.0121768764026265	678	586	48124	6436
LON	GRA	LG4	83001	84000	0.0191930741587716	556	470	24488	19160
CLV	AUR	LG4	83001	84000	0.022167487684729	578	396	17864	14872
ARI	AUR	LG4	83001	84000	0.0270081722144708	678	1084	40136	3512
PUN-Y	AUR	LG4	83001	84000	0.0218083412925819	678	1096	50256	4304
PUN-R	GRA	LG4	83001	84000	0.0183865631759765	556	578	31436	23124
PUN-R	CAL	LG4	83001	84000	0.0169237012987013	678	834	49280	5280
PUN-R	CLV	LG4	83001	84000	0.0198633830666906	578	442	22252	18668
LON	PAR	LG4	83001	84000	0.0193977065694995	672	724	37324	6324
LON	PUN-Y	LG4	83001	84000	0.0146058091286307	678	704	48200	6360
GRA	ARI	LG4	83001	84000	0.0279463430213989	556	700	25048	18600
GRA	AUR	LG4	83001	84000	0.0207705723798953	556	524	25228	18420
CAL	CLV	LG4	83001	84000	0.0232187571135898	578	408	17572	15164
CAL	ARI	LG4	83001	84000	0.0262997562956945	678	1036	39392	4256
CLV	ARI	LG4	83001	84000	0.0277715059832919	578	492	17716	15020
CAL	AUR	LG4	83001	84000	0.0252024291497975	678	996	39520	4128
LON	CAL	LG4	84001	85000	0.0092956077327605	916	502	54004	5004
LON	CLV	LG4	84001	85000	0.0256248687250577	888	976	38088	6168
LON	ARI	LG4	84001	85000	0.0083010720667063	916	446	53728	5280
LON	AUR	LG4	84001	85000	0.0060708898944193	916	322	53040	5968
CAL	AUR	LG4	84001	85000	0.0074370281784886	916	398	53516	5492
CLV	ARI	LG4	84001	85000	0.0268789144050104	888	1030	38320	5936
CLV	AUR	LG4	84001	85000	0.0240932096161957	888	914	37936	6320
ARI	AUR	LG4	84001	85000	0.006441947565543	916	344	53400	5608
PAR	CLV	LG4	84001	85000	0.0268839744261607	888	1026	38164	6092
PAR	ARI	LG4	84001	85000	0.0089465443972265	916	480	53652	5356
PAR	AUR	LG4	84001	85000	0.0079005065396537	916	418	52908	6100
PUN-Y	PUN-R	LG4	84001	85000	0.0043676414736042	916	368	84256	7944
LON	PAR	LG4	84001	85000	0.0095837076969152	916	512	53424	5584
LON	PUN-Y	LG4	84001	85000	0.0075411609181588	916	502	66568	7192
LON	PUN-R	LG4	84001	85000	0.0059569448540253	916	404	67820	5940
LON	GRA	LG4	84001	85000	0.0341646470174341	886	1748	51164	7844
PUN-Y	AUR	LG4	84001	85000	0.0057652627746085	916	380	65912	7848
PUN-R	GRA	LG4	84001	85000	0.032520325203252	886	2112	64944	8816
PUN-R	CAL	LG4	84001	85000	0.006970069700697	916	476	68292	5468
PUN-R	CLV	LG4	84001	85000	0.0241028609227716	888	1166	48376	6944
PAR	PUN-Y	LG4	84001	85000	0.0083172613307618	916	552	66368	7392
PAR	PUN-R	LG4	84001	85000	0.0067711413364872	916	458	67640	6120
PAR	GRA	LG4	84001	85000	0.0352854023705552	886	1810	51296	7712
PAR	CAL	LG4	84001	85000	0.0105576208178438	916	568	53800	5208
CAL	CLV	LG4	84001	85000	0.0267755017157117	888	1030	38468	5788
CAL	ARI	LG4	84001	85000	0.008898899638136	916	482	54164	4844
PUN-Y	GRA	LG4	84001	85000	0.0343146505629993	886	2182	63588	10172
PUN-Y	CAL	LG4	84001	85000	0.0083878643664485	916	564	67240	6520
PUN-Y	CLV	LG4	84001	85000	0.0257414897202561	888	1222	47472	7848
PUN-Y	ARI	LG4	84001	85000	0.0066435240603303	916	444	66832	6928
GRA	ARI	LG4	84001	85000	0.0350308641975308	886	1816	51840	7168
GRA	AUR	LG4	84001	85000	0.033187738865923	886	1702	51284	7724
PUN-R	ARI	LG4	84001	85000	0.0053150878017266	916	362	68108	5652
PUN-R	AUR	LG4	84001	85000	0.0041029910209906	916	276	67268	6492
GRA	CAL	LG4	84001	85000	0.0349026603583339	886	1800	51572	7436
GRA	CLV	LG4	84001	85000	0.0296934865900383	874	1116	37584	6672
GRA	CLV	LG4	85001	86000	0.0288336464807053	717	798	27676	11588
GRA	CAL	LG4	85001	86000	0.0306327724945135	782	1340	43744	8608
PUN-R	AUR	LG4	85001	86000	0.0079857059509918	812	438	54848	10592
GRA	ARI	LG4	85001	86000	0.0314842578710644	736	1260	40020	12332
GRA	AUR	LG4	85001	86000	0.031293657446214	779	1344	42948	9404
CAL	CLV	LG4	85001	86000	0.0389094007384265	733	1096	28168	11096
PAR	CAL	LG4	85001	86000	0.0177080587046313	815	806	45516	6836
PUN-Y	ARI	LG4	85001	86000	0.0092738132662684	765	472	50896	14544
PAR	PUN-Y	LG4	85001	86000	0.0147453083109919	814	814	55204	10236
PAR	PUN-R	LG4	85001	86000	0.0154189783125585	815	856	55516	9924
PAR	GRA	LG4	85001	86000	0.0298043105780503	782	1322	44356	7996
LON	AUR	LG4	85001	86000	0.0081141100102494	812	380	46832	5520
PUN-Y	GRA	LG4	85001	86000	0.0284385483379078	781	1492	52464	12976
PUN-Y	CAL	LG4	85001	86000	0.0089193572165708	814	484	54264	11176
PUN-Y	CLV	LG4	85001	86000	0.037076522151149	732	1252	33768	15312
CAL	AUR	LG4	85001	86000	0.0119668886089616	812	532	44456	7896
CLV	ARI	LG4	85001	86000	0.0415203785681575	700	1088	26204	13060
CLV	AUR	LG4	85001	86000	0.0395796064400715	730	1062	26832	12432
ARI	AUR	LG4	85001	86000	0.0137222112925437	763	558	40664	11688
LON	CAL	LG4	85001	86000	0.0109529491987725	815	514	46928	5424
LON	CLV	LG4	85001	86000	0.0383165829145728	733	1098	28656	10608
LON	ARI	LG4	85001	86000	0.0140639698965192	766	598	42520	9832
PUN-Y	AUR	LG4	85001	86000	0.0088704908338261	811	480	54112	11328
PUN-R	GRA	LG4	85001	86000	0.0282633371169126	782	1494	52860	12580
PUN-R	CAL	LG4	85001	86000	0.0089824714524692	815	494	54996	10444
PUN-R	CLV	LG4	85001	86000	0.0350586284496032	733	1184	33772	15308
LON	PAR	LG4	85001	86000	0.0174476987447698	815	834	47800	4552
LON	PUN-Y	LG4	85001	86000	0.0096507352941176	814	546	56576	8864
LON	PUN-R	LG4	85001	86000	0.0094965435374624	815	544	57284	8156
LON	GRA	LG4	85001	86000	0.0303484781649757	782	1376	45340	7012
CAL	ARI	LG4	85001	86000	0.0137686860739575	766	560	40672	11680
PAR	CLV	LG4	85001	86000	0.0373134328358208	733	1050	28140	11124
PAR	ARI	LG4	85001	86000	0.0183827031145823	766	772	41996	10356
PAR	AUR	LG4	85001	86000	0.0178303468973431	812	808	45316	7036
PUN-Y	PUN-R	LG4	85001	86000	0.0041203869580795	814	276	66984	14816
PUN-R	ARI	LG4	85001	86000	0.01030029316219	766	520	50484	14956
PAR	CAL	LG4	86001	87000	0.0147778785131459	856	652	44120	11304
PUN-Y	AUR	LG4	86001	87000	0.0168025698047936	863	816	48564	20716
PUN-R	GRA	LG4	86001	87000	0.0261714558244902	615	878	33548	35732
PUN-R	CAL	LG4	86001	87000	0.012440717575091	862	724	58196	11084
PUN-R	CLV	LG4	86001	87000	0.0360056079530971	706	1130	31384	20576
PUN-Y	PUN-R	LG4	86001	87000	0.005678000268781	863	338	59528	27072
LON	CAL	LG4	86001	87000	0.0146307854421658	862	722	49348	6076
LON	CLV	LG4	86001	87000	0.037627067212866	706	992	26364	15204
PAR	PUN-R	LG4	86001	87000	0.0158056765280072	859	842	53272	16008
CAL	AUR	LG4	86001	87000	0.0154639175257731	862	744	48112	7312
CLV	ARI	LG4	86001	87000	0.027686222808174	692	336	12136	29432
CLV	AUR	LG4	86001	87000	0.0382900199907734	706	996	26012	15556
CAL	CLV	LG4	86001	87000	0.0369348659003831	705	964	26100	15468
CAL	ARI	LG4	86001	87000	0.0203732237630542	836	476	23364	32060
LON	PAR	LG4	86001	87000	0.01696047008547	859	762	44928	10496
LON	PUN-Y	LG4	86001	87000	0.01472	863	736	50000	19280
LON	PUN-R	LG4	86001	87000	0.0145751985997037	865	866	59416	9864
LON	GRA	LG4	86001	87000	0.0298549900483366	615	840	28136	27288
PAR	AUR	LG4	86001	87000	0.0153832150009102	859	676	43944	11480
ARI	AUR	LG4	86001	87000	0.0227035490605427	839	522	22992	32432
PAR	GRA	LG4	86001	87000	0.0308428818081933	611	786	25484	29940
PUN-Y	CAL	LG4	86001	87000	0.0126009297773427	860	618	49044	20236
PUN-Y	CLV	LG4	86001	87000	0.0348907309721175	705	926	26540	25420
PUN-Y	ARI	LG4	86001	87000	0.020633631194151	837	508	24620	44660
GRA	ARI	LG4	86001	87000	0.0298776097912167	603	498	16668	38756
GRA	AUR	LG4	86001	87000	0.0338384581432985	615	920	27188	28236
LON	ARI	LG4	86001	87000	0.0241084881968859	839	576	23892	31532
LON	AUR	LG4	86001	87000	0.0165541365004474	865	814	49172	6252
PUN-R	ARI	LG4	86001	87000	0.0238473767885532	839	660	27676	41604
PUN-R	AUR	LG4	86001	87000	0.0168942214866914	865	980	58008	11272
GRA	CAL	LG4	86001	87000	0.0293776294791817	612	810	27572	27852
GRA	CLV	LG4	86001	87000	0.0334613274821722	491	488	14584	26984
PAR	PUN-Y	LG4	86001	87000	0.0155680099635263	857	700	44964	24316
PUN-Y	GRA	LG4	86001	87000	0.0242264647794601	613	736	30380	38900
PAR	CLV	LG4	86001	87000	0.0375358622888109	706	942	25096	16472
PAR	ARI	LG4	86001	87000	0.0196408529741863	833	420	21384	34040
CAL	CLV	LG4	87001	88000	0.0	86	0	844	42980
CAL	ARI	LG4	87001	88000	0.005252790544977	387	32	6092	52340
LON	PUN-R	LG4	87001	88000	0.00940996948118	478	74	7864	65176
LON	GRA	LG4	87001	88000	0.0274809160305343	204	72	2620	55812
PAR	GRA	LG4	87001	88000	0.0206185567010309	109	48	2328	56104
PAR	CAL	LG4	87001	88000	0.0047196796338672	488	66	13984	44448
LON	PAR	LG4	87001	88000	0.0030805687203791	485	52	16880	41552
CLV	AUR	LG4	87001	88000	0.0	84	0	756	43068
ARI	AUR	LG4	87001	88000	0.0051851851851851	388	28	5400	53032
CAL	AUR	LG4	87001	88000	0.0079705702023298	800	104	13048	45384
CLV	ARI	LG4	87001	88000	0.0	45	0	736	43088
PUN-Y	AUR	LG4	87001	88000	0.0055147058823529	604	48	8704	64336
PUN-R	GRA	LG4	87001	88000	0.0255354200988467	201	124	4856	68184
PUN-R	CAL	LG4	87001	88000	0.0033869602032176	501	32	9448	63592
PAR	PUN-Y	LG4	87001	88000	0.0051085568326947	275	32	6264	66776
PAR	PUN-R	LG4	87001	88000	0.0030864197530864	241	16	5184	67856
PUN-R	ARI	LG4	87001	88000	0.0	149	0	4372	68668
LON	AUR	LG4	87001	88000	0.007260820045558	757	102	14048	44384
PUN-Y	GRA	LG4	87001	88000	0.017447199265381	222	76	4356	68684
PUN-Y	CAL	LG4	87001	88000	0.004047870468145	612	46	11364	61676
PUN-Y	CLV	LG4	87001	88000	0.0	83	0	1216	53564
PUN-Y	ARI	LG4	87001	88000	0.0	248	0	4236	68804
LON	PUN-Y	LG4	87001	88000	0.0051546391752577	549	52	10088	62952
PUN-R	AUR	LG4	87001	88000	0.0046323103647944	468	32	6908	66132
LON	CLV	LG4	87001	88000	0.0112994350282485	68	8	708	43116
LON	ARI	LG4	87001	88000	0.0066800267201068	379	40	5988	52444
GRA	CAL	LG4	87001	88000	0.0247191011235955	222	88	3560	54872
GRA	CLV	LG4	87001	88000	0.0048543689320388	70	4	824	43000
PAR	CLV	LG4	87001	88000	0.0	47	0	624	43200
PAR	ARI	LG4	87001	88000	0.0017201834862385	389	12	6976	51456
PAR	AUR	LG4	87001	88000	0.0062972292191435	472	80	12704	45728
PUN-Y	PUN-R	LG4	87001	88000	0.00151171579743	430	16	10584	80716
GRA	AUR	LG4	87001	88000	0.0213675213675213	213	60	2808	55624
PUN-R	CLV	LG4	87001	88000	0.0	74	0	1164	53616
GRA	ARI	LG4	87001	88000	0.0215208034433285	99	60	2788	55644
LON	CAL	LG4	87001	88000	0.0055315055315055	762	92	16632	41800
CLV	AUR	LG4	88001	89000	0.0267600574712643	402	298	11136	33600
ARI	AUR	LG4	88001	89000	0.0224167378309137	445	420	18736	40912
LON	PAR	LG4	88001	89000	0.0251853099730458	456	598	23744	35904
LON	PUN-Y	LG4	88001	89000	0.0240121226250145	858	824	34316	40244
LON	PUN-R	LG4	88001	89000	0.0274251140646697	855	1106	40328	34232
LON	GRA	LG4	88001	89000	0.0136616123705149	716	364	26644	33004
GRA	CAL	LG4	88001	89000	0.018674227610481	669	382	20456	39192
GRA	CLV	LG4	88001	89000	0.0292718624222466	374	320	10932	33804
LON	CAL	LG4	88001	89000	0.020847871598046	759	478	22928	36720
LON	CLV	LG4	88001	89000	0.0278293135435992	405	300	10780	33956
LON	ARI	LG4	88001	89000	0.0188253012048192	436	350	18592	41056
LON	AUR	LG4	88001	89000	0.0221678321678321	824	634	28600	31048
PUN-Y	CLV	LG4	88001	89000	0.0252420470262793	432	292	11568	44352
PUN-Y	ARI	LG4	88001	89000	0.0368509212730318	444	704	19104	55456
PUN-R	ARI	LG4	88001	89000	0.0411981876153717	442	982	23836	50724
PUN-R	AUR	LG4	88001	89000	0.029891574654332	887	1202	40212	34348
GRA	ARI	LG4	88001	89000	0.0071795970852979	424	134	18664	40984
GRA	AUR	LG4	88001	89000	0.0169567827130852	713	452	26656	32992
PUN-Y	AUR	LG4	88001	89000	0.0269865964576352	892	902	33424	41136
PUN-R	GRA	LG4	88001	89000	0.0375835831219737	741	1304	34696	39864
PUN-R	CAL	LG4	88001	89000	0.0244375	805	782	32000	42560
PUN-R	CLV	LG4	88001	89000	0.022218952324897	425	302	13592	42328
PUN-Y	GRA	LG4	88001	89000	0.0320557010892044	747	930	29012	45548
PUN-Y	CAL	LG4	88001	89000	0.021694517736734	808	592	27288	47272
CAL	CLV	LG4	88001	89000	0.0269175797999047	388	226	8396	36340
CAL	ARI	LG4	88001	89000	0.0200724839698912	432	288	14348	45300
PAR	PUN-Y	LG4	88001	89000	0.0409672594316104	472	986	24068	50492
PAR	PUN-R	LG4	88001	89000	0.0469279804692798	468	1384	29492	45068
PAR	GRA	LG4	88001	89000	0.0141987829614604	458	336	23664	35984
PAR	CAL	LG4	88001	89000	0.0256492809615797	466	478	18636	41012
PAR	AUR	LG4	88001	89000	0.0280485719172225	439	656	23388	36260
PUN-Y	PUN-R	LG4	88001	89000	0.0133426421534403	924	688	51564	41636
PAR	CLV	LG4	88001	89000	0.0376494023904382	346	378	10040	34696
PAR	ARI	LG4	88001	89000	0.0102871354284422	411	182	17692	41956
CAL	AUR	LG4	88001	89000	0.0248136702417742	771	546	22004	37644
CLV	ARI	LG4	88001	89000	0.0321146245059288	322	260	8096	36640
LON	ARI	LG4	89001	90000	0.0191307578008915	857	824	43072	12288
LON	AUR	LG4	89001	90000	0.0217407517899761	859	1166	53632	1728
PUN-Y	GRA	LG4	89001	90000	0.021563981042654	864	1274	59080	10120
PUN-Y	CAL	LG4	89001	90000	0.0216917293233082	864	1154	53200	16000
PUN-Y	CLV	LG4	89001	90000	0.0201349586417065	534	370	18376	33524
PUN-Y	ARI	LG4	89001	90000	0.0215857550814715	862	1028	47624	21576
GRA	CAL	LG4	89001	90000	0.0201219512195121	864	990	49200	6160
GRA	CLV	LG4	89001	90000	0.0275674396592522	534	466	16904	24616
PUN-R	ARI	LG4	89001	90000	0.0271099933427028	862	1466	54076	15124
PUN-R	AUR	LG4	89001	90000	0.025082430522845	864	1704	67936	1264
GRA	ARI	LG4	89001	90000	0.0121425953079178	862	530	43648	11712
GRA	AUR	LG4	89001	90000	0.0186834038826448	864	1024	54808	552
CAL	CLV	LG4	89001	90000	0.0252155735563104	534	386	15308	26212
CAL	ARI	LG4	89001	90000	0.0223142164781906	862	884	39616	15744
CLV	AUR	LG4	89001	90000	0.0282907196969696	534	478	16896	24624
ARI	AUR	LG4	89001	90000	0.0209062442438754	862	908	43432	11928
PUN-Y	AUR	LG4	89001	90000	0.0220127925966249	864	1294	58784	10416
PUN-R	GRA	LG4	89001	90000	0.0274898998770419	864	1878	68316	884
PUN-R	CAL	LG4	89001	90000	0.0236251476571728	864	1440	60952	8248
PUN-R	CLV	LG4	89001	90000	0.0199579831932773	534	418	20944	30956
LON	PAR	LG4	89001	90000	0.0209665427509293	859	1128	53800	1560
